manzana_censal_residencia;n;criterio
13124061021026;1;No
13124061021028;1;No
13124061021030;1;No
13124061021034;1;No
13124061021036;1;No
13124061022001;1;No
13124061022005;1;No
13124061022011;1;No
13124061022017;1;No
13124061022027;1;No
13124061022028;1;No
13124061022031;1;No
13124061022901;1;No
13124061023007;1;No
13124061023011;1;No
13124061023012;1;No
13124061023018;1;No
13124061023022;1;No
13124061023023;1;No
13124061023025;1;No
13124061024001;1;No
13124061024012;1;No
13124061024014;1;No
13124061024016;1;No
13124061024020;1;No
13124061024021;1;No
13124061024022;1;No
13124061024035;1;No
13124061024036;1;No
13124061024041;1;No
13124061024901;1;No
13124062901901;1;No
13124071001016;1;No
13124071001033;1;No
13124071001034;1;No
13124071001901;1;No
13124071002021;1;No
13124071002500;1;No
13124071003013;1;No
13124071003014;1;No
13124071003023;1;No
13124071003025;1;No
13124082010017;1;No
13124082017028;1;No
13124091001003;1;No
13124091001029;1;No
13124091001033;1;No
13124091001037;1;No
13124091001040;1;No
13124091001045;1;No
13124091002004;1;No
13124091002007;1;No
13124091002016;1;No
13124091003002;1;No
13124091003005;1;No
13124091003021;1;No
13124091003024;1;No
13124091003029;1;No
13124091004003;1;No
13124091004004;1;No
13124091004006;1;No
13124091004018;1;No
13124091004029;1;No
13124091004034;1;No
13124091004037;1;No
13124091004044;1;No
13124091004901;1;No
13124101001006;1;No
13124101001018;1;No
13124101001024;1;No
13124101002001;1;No
13124101002009;1;No
13124101002010;1;No
13124101002011;1;No
13124101002012;1;No
13124101002015;1;No
13124101002016;1;No
13124101002017;1;No
13124101002023;1;No
13124101002025;1;No
13124101003004;1;No
13124101003007;1;No
13124101003008;1;No
13124101003009;1;No
13124101003016;1;No
13124101004012;1;No
13124101004015;1;No
13124101004021;1;No
13124101004026;1;No
13125011001001;1;No
13125011001008;1;No
13125011001016;1;No
13125011001022;1;No
13125011001024;1;No
13125011001032;1;No
13125011001033;1;No
13125011001038;1;No
13125011001044;1;No
13125011002004;1;No
13125011002010;1;No
13125011002016;1;No
13125011002017;1;No
13125011002501;1;No
13125011002901;1;No
13125011003007;1;No
13125011003009;1;No
13125011005003;1;No
13125011005013;1;No
13125011005025;1;No
13125011005032;1;No
13125011005036;1;No
13125011005038;1;No
13125011005039;1;No
13125011005042;1;No
13125011005045;1;No
13125011005050;1;No
13125011005051;1;No
13125011005901;1;No
13125011006009;1;No
13125011006012;1;No
13125011006023;1;No
13125011006029;1;No
13125011007005;1;No
13125021001016;1;No
13125021001022;1;No
13125021001026;1;No
13125021001028;1;No
13125021001030;1;No
13125021001035;1;No
13125021003008;1;No
13125021004004;1;No
13125021004010;1;No
13125021004012;1;No
13125021004016;1;No
13125021004020;1;No
13125021005007;1;No
13125021005009;1;No
13125021005010;1;No
13125021005014;1;No
13125021005016;1;No
13125021005019;1;No
13125021005020;1;No
13125021005021;1;No
13125021006001;1;No
13125021006003;1;No
13125021006005;1;No
13125021006006;1;No
13125021007003;1;No
13125021007009;1;No
13125021007010;1;No
13125021007012;1;No
13125021007025;1;No
13125021007032;1;No
13125021007040;1;No
13125021008009;1;No
13125021008011;1;No
13125021008027;1;No
13125021008030;1;No
13125021008035;1;No
13125021008037;1;No
13125021008038;1;No
13125021008040;1;No
13125021008044;1;No
13125021008052;1;No
13125021009038;1;No
13125021009047;1;No
13125021010005;1;No
13125021010006;1;No
13125021010009;1;No
13125021010010;1;No
13125021010011;1;No
13125021010012;1;No
13125021010016;1;No
13125021010017;1;No
13125021010025;1;No
13125021010028;1;No
13125021011005;1;No
13125021012001;1;No
13125021012004;1;No
13125021012008;1;No
13125021012016;1;No
13125021012022;1;No
13125021012024;1;No
13125021012500;1;No
13125021012501;1;No
13125021013006;1;No
13125021013020;1;No
13125021013028;1;No
13125021013030;1;No
13125021013037;1;No
13125021013039;1;No
13125021013045;1;No
13125021013047;1;No
13125021013050;1;No
13125021014016;1;No
13125021014018;1;No
13125021014023;1;No
13125021014032;1;No
13125021015005;1;No
13125021015007;1;No
13125021015010;1;No
13125021015012;1;No
13125021015018;1;No
13125021015027;1;No
13125021015028;1;No
13125021015500;1;No
13125021016003;1;No
13125021016006;1;No
13125021016010;1;No
13125021016020;1;No
13125021016023;1;No
13125021016024;1;No
13125021017005;1;No
13125021017007;1;No
13125021018002;1;No
13125021018011;1;No
13125021019002;1;No
13125021020001;1;No
13125021020007;1;No
13125021020009;1;No
13125021020010;1;No
13125021020011;1;No
13125021020015;1;No
13125021020021;1;No
13125021020022;1;No
13125021020024;1;No
13125021020026;1;No
13125021020030;1;No
13125021020034;1;No
13125021021007;1;No
13125021021503;1;No
13125031001026;1;No
13125041001001;1;No
13125041001013;1;No
13125041001017;1;No
13125041001019;1;No
13125041001022;1;No
13125041001026;1;No
13125041001033;1;No
13125041002001;1;No
13125041002002;1;No
13125041002023;1;No
13125041002026;1;No
13125041002035;1;No
13125041002037;1;No
13125041002040;1;No
13125041002500;1;No
13125041003003;1;No
13125041003006;1;No
13125041003007;1;No
13125041003027;1;No
13125041003032;1;No
13125041003034;1;No
13125041003041;1;No
13125041003045;1;No
13125041003047;1;No
13125041003056;1;No
13125041004002;1;No
13125041004011;1;No
13125041004013;1;No
13125041004017;1;No
13125041004023;1;No
13125041004026;1;No
13125041004027;1;No
13125041004029;1;No
13125041004031;1;No
13125041004034;1;No
13125041004039;1;No
13125041004048;1;No
13125041004051;1;No
13125041005014;1;No
13125041005023;1;No
13125041005026;1;No
13125041005029;1;No
13125041005041;1;No
13125041005044;1;No
13125041005045;1;No
13125041005047;1;No
13125041005048;1;No
13125041005049;1;No
13125041006004;1;No
13125041006006;1;No
13125041006011;1;No
13125041006012;1;No
13125041006032;1;No
13125041007001;1;No
13125041007005;1;No
13125041007011;1;No
13125041007012;1;No
13125041007022;1;No
13125041007028;1;No
13125041007032;1;No
13125041007036;1;No
13125041007037;1;No
13125041007040;1;No
13125041007051;1;No
13125041007052;1;No
13125041008001;1;No
13125041008007;1;No
13125041008009;1;No
13125041008010;1;No
13125041008011;1;No
13125041008020;1;No
13125041008022;1;No
13125041008026;1;No
13125041008030;1;No
13125041009008;1;No
13125041009013;1;No
13125041009015;1;No
13125041009019;1;No
13125041009021;1;No
13125041009034;1;No
13125041009038;1;No
13125041009504;1;No
13125041010003;1;No
13125041010004;1;No
13125041010005;1;No
13125041010008;1;No
13125041010012;1;No
13125041010025;1;No
13125041010030;1;No
13125041010037;1;No
13125041010039;1;No
13125041010040;1;No
13125041010500;1;No
13125041010503;1;No
13125041010506;1;No
13125041010901;1;No
13125041011007;1;No
13125041011011;1;No
13125041011014;1;No
13125041011017;1;No
13125041011024;1;No
13125041011033;1;No
13125041011034;1;No
13125041011035;1;No
13125041011042;1;No
13125041011045;1;No
13125041011046;1;No
13125041011047;1;No
13125041012001;1;No
13125041012003;1;No
13125041012012;1;No
13125041012013;1;No
13125041012019;1;No
13125041012023;1;No
13125041012026;1;No
13125041012031;1;No
13125041013009;1;No
13125041013012;1;No
13125041013018;1;No
13125041013023;1;No
13125041014003;1;No
13125041014004;1;No
13125041014005;1;No
13125041014006;1;No
13125041014007;1;No
13125041014008;1;No
13125041014012;1;No
13125041014015;1;No
13125041014020;1;No
13125041014023;1;No
13125041014029;1;No
13125041015004;1;No
13125041015005;1;No
13125041015023;1;No
13125041015031;1;No
13125041015036;1;No
13125041015040;1;No
13125041015044;1;No
13125041015045;1;No
13125041015046;1;No
13125041015051;1;No
13125041015052;1;No
13125041015057;1;No
13125041015058;1;No
13126011001004;1;No
13126011001011;1;No
13126011001013;1;No
13126011001015;1;No
13126011001019;1;No
13126011001020;1;No
13126011001022;1;No
13126011001024;1;No
13126011002004;1;No
13126011002011;1;No
13126011002016;1;No
13126011002018;1;No
13126011002019;1;No
13126011002026;1;No
13126011003901;1;No
13126021001005;1;No
13126021001007;1;No
13126021001009;1;No
13126021001012;1;No
13126021001018;1;No
13126021002001;1;No
13126021002009;1;No
13126021002011;1;No
13126021002014;1;No
13126021002015;1;No
13126021002016;1;No
13126021003003;1;No
13126021003004;1;No
13126021003018;1;No
13126021003029;1;No
13126021003033;1;No
13126021003035;1;No
13126021004001;1;No
13126021004006;1;No
13126021004012;1;No
13126021004014;1;No
13126021004027;1;No
13126021004029;1;No
13126021006002;1;No
13126031001003;1;No
13126031001901;1;No
13126031002007;1;No
13126031002011;1;No
13126031002015;1;No
13126031002016;1;No
13126031002017;1;No
13126031002020;1;No
13126031002023;1;No
13126031002025;1;No
13126041001008;1;No
13126041001013;1;No
13126041001014;1;No
13126041001017;1;No
13126041001024;1;No
13126041001030;1;No
13126041001033;1;No
13126041002006;1;No
13126041002007;1;No
13126041002017;1;No
13126051001002;1;No
13126051001005;1;No
13126051001009;1;No
13126051001011;1;No
13126051001012;1;No
13126051001014;1;No
13126051001015;1;No
13126051001016;1;No
13126051001020;1;No
13126051001023;1;No
13126051002009;1;No
13126051002021;1;No
13126051002024;1;No
13126051002027;1;No
13126051002044;1;No
13126051002045;1;No
13126061001002;1;No
13126061001003;1;No
13126061001012;1;No
13126061001013;1;No
13126061001016;1;No
13126061001023;1;No
13126061001031;1;No
13126061002012;1;No
13126061002015;1;No
13126061002016;1;No
13126061002022;1;No
13126061002023;1;No
13126061002024;1;No
13126061002026;1;No
13126061002028;1;No
13126061003002;1;No
13126061003004;1;No
13126061003007;1;No
13126061003008;1;No
13126061003009;1;No
13126061003011;1;No
13126061003014;1;No
13126061004001;1;No
13126061004002;1;No
13126061004009;1;No
13126061004012;1;No
13126061004017;1;No
13126061004019;1;No
13126061004022;1;No
13126061004027;1;No
13126061004033;1;No
13126061004034;1;No
13126071001003;1;No
13126071001005;1;No
13126071001006;1;No
13126071001008;1;No
13126071001012;1;No
13126071001014;1;No
13126071001015;1;No
13126071001016;1;No
13126071001022;1;No
13126071001023;1;No
13126071002007;1;No
13126071002008;1;No
13126071002009;1;No
13126071002013;1;No
13126071002015;1;No
13126071002020;1;No
13126071002021;1;No
13126081001001;1;No
13126081001002;1;No
13126081001003;1;No
13126081001007;1;No
13126081001010;1;No
13126081001011;1;No
13126081001019;1;No
13126081001023;1;No
13126081001028;1;No
13126081001033;1;No
13126081001035;1;No
13126081002016;1;No
13126081002024;1;No
13126081002027;1;No
13126081002028;1;No
13126081002030;1;No
13126081002032;1;No
13126081003008;1;No
13126081003009;1;No
13126081003016;1;No
13126081003020;1;No
13126081003023;1;No
13126081003024;1;No
13126081003027;1;No
13126081003028;1;No
13126081003029;1;No
13126081003035;1;No
13126081003036;1;No
13126081003037;1;No
13126091001004;1;No
13126091001006;1;No
13126091001007;1;No
13126091001008;1;No
13126091001016;1;No
13126091001023;1;No
13126091001027;1;No
13126091002002;1;No
13126091002003;1;No
13126091002017;1;No
13126091002027;1;No
13126091002033;1;No
13126091002036;1;No
13126091002041;1;No
13126091002045;1;No
13126091003015;1;No
13126091003018;1;No
13126091003019;1;No
13126091003020;1;No
13126091004001;1;No
13126091004008;1;No
13126091004013;1;No
13126091004014;1;No
13126091004016;1;No
13126091004024;1;No
13126091004025;1;No
13127011001003;1;No
13127011001014;1;No
13127021001002;1;No
13127021001901;1;No
13127021002002;1;No
13127021002003;1;No
13127021002008;1;No
13127021002009;1;No
13127021002020;1;No
13127021002021;1;No
13127021002029;1;No
13127021003005;1;No
13127021003010;1;No
13127021004007;1;No
13127031001001;1;No
13127031001003;1;No
13127031001011;1;No
13127031001015;1;No
13127031001017;1;No
13127031002001;1;No
13127041001008;1;No
13127041001011;1;No
13127041001020;1;No
13127041001021;1;No
13127041001025;1;No
13127041001027;1;No
13127041002006;1;No
13127041002010;1;No
13127041002014;1;No
13127041002018;1;No
13127041002019;1;No
13127041002020;1;No
13127041002024;1;No
13127041003005;1;No
13127041003011;1;No
13127041003017;1;No
13127041003018;1;No
13127041003029;1;No
13127041003035;1;No
13127041003038;1;No
13127041003039;1;No
13127041003040;1;No
13127041003047;1;No
13127041004007;1;No
13127041004011;1;No
13127041004015;1;No
13127051001002;1;No
13127051001003;1;No
13127051001005;1;No
13127051001011;1;No
13127051001022;1;No
13127051001024;1;No
13127051001026;1;No
13127051001032;1;No
13127051002002;1;No
13127051002003;1;No
13127051002008;1;No
13127051002019;1;No
13127051002026;1;No
13127051002031;1;No
13127051002038;1;No
13127051002901;1;No
13127051003003;1;No
13127051003009;1;No
13127051003011;1;No
13127051003023;1;No
13127051003024;1;No
13127051003025;1;No
13127051003030;1;No
13127061001022;1;No
13127061001023;1;No
13127061001029;1;No
13127061001034;1;No
13127061002002;1;No
13127061002004;1;No
13127061002023;1;No
13127061002028;1;No
13127061002029;1;No
13127061002901;1;No
13127061003002;1;No
13127061003003;1;No
13127061003014;1;No
13127061004008;1;No
13127061004009;1;No
13127061004013;1;No
13127061004014;1;No
13127061004020;1;No
13127061004026;1;No
13127061004027;1;No
13127061004030;1;No
13127061004031;1;No
13127061005006;1;No
13127061005007;1;No
13127061005010;1;No
13127061005017;1;No
13127061005025;1;No
13127061006002;1;No
13127061006006;1;No
13127061006012;1;No
13127061006013;1;No
13127061006032;1;No
13127061006036;1;No
13127061006054;1;No
13127061007001;1;No
13127061007011;1;No
13127061007020;1;No
13127061007500;1;No
13127061007901;1;No
13127071001002;1;No
13127071001009;1;No
13127071001013;1;No
13127071001016;1;No
13127071001024;1;No
13127071001026;1;No
13127071001029;1;No
13127071001032;1;No
13127071002001;1;No
13127071002002;1;No
13127071002003;1;No
13127071002005;1;No
13127071002030;1;No
13127071002038;1;No
13127071003004;1;No
13127071003005;1;No
13127071003009;1;No
13127071003018;1;No
13127071003023;1;No
13127071003033;1;No
13127071003035;1;No
13127071004006;1;No
13127071004021;1;No
13127071004023;1;No
13127071004024;1;No
13127071004025;1;No
13127071004027;1;No
13127071004028;1;No
13127071004029;1;No
13127081001003;1;No
13127081001006;1;No
13127081001009;1;No
13127081001011;1;No
13127081001015;1;No
13127081002003;1;No
13127081002007;1;No
13127081003001;1;No
13127081003003;1;No
13127081003005;1;No
13127081003009;1;No
13127081003013;1;No
13127091001001;1;No
13127091001016;1;No
13127091001024;1;No
13127091001028;1;No
13127091002010;1;No
13127091002013;1;No
13127091002014;1;No
13127091002015;1;No
13127091002019;1;No
13127091002020;1;No
13127091002022;1;No
13127091002025;1;No
13127091002026;1;No
13127091003001;1;No
13127101001004;1;No
13127101001007;1;No
13127101001018;1;No
13127101002003;1;No
13127111001011;1;No
13127111001027;1;No
13127111002003;1;No
13127111002013;1;No
13127111002017;1;No
13127111002021;1;No
13127111002023;1;No
13127111002025;1;No
13127111002029;1;No
13127111002030;1;No
13127111003003;1;No
13127111003006;1;No
13127111003010;1;No
13127111003011;1;No
13127111003012;1;No
13127111003015;1;No
13127111003017;1;No
13127111003021;1;No
13127111004004;1;No
13127111004006;1;No
13127111004010;1;No
13127111004015;1;No
13127111004020;1;No
13127111005001;1;No
13127111005010;1;No
13127111005016;1;No
13127111005020;1;No
13127121001002;1;No
13127121001003;1;No
13127121001007;1;No
13127121001008;1;No
13127121001009;1;No
13127121001011;1;No
13127121001012;1;No
13127121001014;1;No
13127121001015;1;No
13127121001016;1;No
13127121001020;1;No
13127121002005;1;No
13127121002010;1;No
13127121002013;1;No
13127121002014;1;No
13127121002015;1;No
13127121002017;1;No
13127121002018;1;No
13127121002022;1;No
13127121002026;1;No
13127121002030;1;No
13127121002031;1;No
13127121003002;1;No
13127121003019;1;No
13127121003024;1;No
13127121003038;1;No
13127131001005;1;No
13127131001008;1;No
13127131001009;1;No
13127131001014;1;No
13127131001015;1;No
13127131001016;1;No
13127131001018;1;No
13127131001019;1;No
13127131001901;1;No
13127131002001;1;No
13127131002002;1;No
13127131002004;1;No
13127131002007;1;No
13127131002008;1;No
13127131002010;1;No
13127131002012;1;No
13127131002016;1;No
13127131003004;1;No
13127131003005;1;No
13127131003007;1;No
13127131003009;1;No
13127131003027;1;No
13127131003030;1;No
13127131003032;1;No
13127131003033;1;No
13127131003034;1;No
13127131003036;1;No
13128011001001;1;No
13128011001006;1;No
13128011001008;1;No
13128011001012;1;No
13128011001020;1;No
13128011002002;1;No
13128011002004;1;No
13128011002005;1;No
13128011002006;1;No
13128011002011;1;No
13128011002013;1;No
13128011002014;1;No
13128011002015;1;No
13128011002018;1;No
13128011002026;1;No
13128011002901;1;No
13128011003002;1;No
13128011003008;1;No
13128011003010;1;No
13128011003019;1;No
13128011003020;1;No
13128011003025;1;No
13128011003026;1;No
13128021001005;1;No
13128021001016;1;No
13128021001023;1;No
13128021001031;1;No
13128021001034;1;No
13128021002002;1;No
13128021002006;1;No
13128021002008;1;No
13128021002013;1;No
13128021003003;1;No
13128021003010;1;No
13128021003013;1;No
13128021003017;1;No
13128021003018;1;No
13128021004009;1;No
13128021004014;1;No
13128021004017;1;No
13128021004018;1;No
13128021004019;1;No
13128021004021;1;No
13128021004024;1;No
13128021004028;1;No
13128021004029;1;No
13128021006008;1;No
13128021006010;1;No
13128021006011;1;No
13128021006016;1;No
13128021006018;1;No
13128021006019;1;No
13128021006027;1;No
13128021006034;1;No
13128021006036;1;No
13128021006041;1;No
13128021006901;1;No
13128031001001;1;No
13128031001002;1;No
13128031001004;1;No
13128031001011;1;No
13128031002006;1;No
13128031002008;1;No
13128031002011;1;No
13128031002014;1;No
13128031002015;1;No
13128031002024;1;No
13128031002025;1;No
13128031002026;1;No
13128031002028;1;No
13128031002030;1;No
13128031002035;1;No
13128031002042;1;No
13128031002043;1;No
13128031003008;1;No
13128031003033;1;No
13128031003034;1;No
13128041001002;1;No
13128041001003;1;No
13128041001006;1;No
13128041002001;1;No
13128041002002;1;No
13128041002005;1;No
13128041002008;1;No
13128041002013;1;No
13128041002014;1;No
13128041002015;1;No
13128041002016;1;No
13128041002017;1;No
13128051001006;1;No
13128051001009;1;No
13128051001010;1;No
13128051001011;1;No
13128051001019;1;No
13128051001025;1;No
13128051001026;1;No
13128051001034;1;No
13128051001047;1;No
13128051002009;1;No
13128051002012;1;No
13128051002015;1;No
13128051002024;1;No
13128051002032;1;No
13128051002036;1;No
13128051002040;1;No
13128051002042;1;No
13128061001001;1;No
13128061001002;1;No
13128061001015;1;No
13128061001018;1;No
13128061001020;1;No
13128061001023;1;No
13128061001025;1;No
13128061001031;1;No
13128061002004;1;No
13128061002008;1;No
13128061002016;1;No
13128061002020;1;No
13128061002029;1;No
13128061002031;1;No
13128061002032;1;No
13128061002037;1;No
13128061002041;1;No
13128061002044;1;No
13128061002049;1;No
13128061002051;1;No
13128061002053;1;No
13128061003002;1;No
13128061003012;1;No
13128061003901;1;No
13128061004005;1;No
13128061004006;1;No
13128061004012;1;No
13128061004015;1;No
13128061004016;1;No
13128061004901;1;No
13128061005002;1;No
13128061005004;1;No
13128061005005;1;No
13128061005006;1;No
13128061005007;1;No
13128061005008;1;No
13128061005010;1;No
13128061005011;1;No
13128061005012;1;No
13128061005014;1;No
13128061005026;1;No
13128071001008;1;No
13128071001015;1;No
13128071001016;1;No
13128071002008;1;No
13128071002015;1;No
13128071003002;1;No
13128071003010;1;No
13128071005007;1;No
13128071005008;1;No
13128071005015;1;No
13128071005016;1;No
13128071005017;1;No
13128071005029;1;No
13128071005030;1;No
13128071006003;1;No
13128071006010;1;No
13128071006015;1;No
13128071006016;1;No
13128071006017;1;No
13128071006020;1;No
13128071006022;1;No
13128071006024;1;No
13128071006027;1;No
13128071006030;1;No
13128071006031;1;No
13128071006034;1;No
13128071007008;1;No
13128071007010;1;No
13128071007011;1;No
13128071007013;1;No
13128071007015;1;No
13128071007020;1;No
13128071007023;1;No
13128071007031;1;No
13128071008012;1;No
13128071008013;1;No
13128071008017;1;No
13128071008020;1;No
13128081001006;1;No
13128081001015;1;No
13128081001021;1;No
13128081001024;1;No
13128081002006;1;No
13128081002007;1;No
13128081002016;1;No
13128081002021;1;No
13128081002022;1;No
13128081002025;1;No
13128081002028;1;No
13128081003001;1;No
13128081003002;1;No
13128081004004;1;No
13128091001002;1;No
13128091001003;1;No
13128091001009;1;No
13128091001023;1;No
13128091001025;1;No
13128091001027;1;No
13128091001028;1;No
13128091001036;1;No
13128091001901;1;No
13128091002001;1;No
13128091002005;1;No
13128091002022;1;No
13128091002030;1;No
13128091002901;1;No
13128091003004;1;No
13128091003005;1;No
13128091003007;1;No
13128091003009;1;No
13128091003016;1;No
13128091003019;1;No
13128091003020;1;No
13128091003021;1;No
13128091004002;1;No
13128091004008;1;No
13128091004009;1;No
13128091004010;1;No
13128091004011;1;No
13128101001001;1;No
13128101001005;1;No
13128101001011;1;No
13128101001014;1;No
13128101001017;1;No
13128101001026;1;No
13128101002003;1;No
13128101002007;1;No
13128101002014;1;No
13128101003001;1;No
13128101003003;1;No
13128101003009;1;No
13128101003016;1;No
13128101003018;1;No
13128101003020;1;No
13128101003023;1;No
13128101004014;1;No
13128101004018;1;No
13128101004020;1;No
13128101004021;1;No
13129011001001;1;No
13129011001007;1;No
13129011001013;1;No
13129011001018;1;No
13129011001019;1;No
13129011001020;1;No
13129011002002;1;No
13129011002032;1;No
13129011003001;1;No
13129011003002;1;No
13129011003009;1;No
13129011003013;1;No
13129011003015;1;No
13129011003017;1;No
13129011003019;1;No
13129011004010;1;No
13129011004014;1;No
13129011004024;1;No
13129011004029;1;No
13129011005001;1;No
13129011005012;1;No
13129011005016;1;No
13129021001003;1;No
13129021001006;1;No
13129021002011;1;No
13129021002013;1;No
13129021002021;1;No
13129021002028;1;No
13129021002033;1;No
13129021002901;1;No
13129021003002;1;No
13129021003003;1;No
13129021003018;1;No
13129021003500;1;No
13129021003901;1;No
13129021004007;1;No
13129021004016;1;No
13129021004023;1;No
13129021004032;1;No
13129021004036;1;No
13129021004038;1;No
13129021004040;1;No
13129021004045;1;No
13129031001001;1;No
13129031001003;1;No
13129031001010;1;No
13129031001011;1;No
13129031001014;1;No
13129031001018;1;No
13129031001019;1;No
13129031001020;1;No
13129031001901;1;No
13129031002004;1;No
13129031002006;1;No
13129031002009;1;No
13129031002020;1;No
13129031002022;1;No
13129031002024;1;No
13129031002025;1;No
13129031002030;1;No
13129031002032;1;No
13129031002901;1;No
13129031003006;1;No
13129031003009;1;No
13129031003018;1;No
13129031003021;1;No
13129031003023;1;No
13129031003024;1;No
13129031004001;1;No
13129031004003;1;No
13129031004006;1;No
13129031004008;1;No
13129031004009;1;No
13129031004017;1;No
13129031004022;1;No
13129031004033;1;No
13129031004901;1;No
13129041001001;1;No
13129041001004;1;No
13129041002013;1;No
13129041002015;1;No
13129041002018;1;No
13129041002027;1;No
13129041002029;1;No
13129041002032;1;No
13129041002038;1;No
13129041002042;1;No
13129041002043;1;No
13129041002044;1;No
13129041003001;1;No
13129041003002;1;No
13129041003013;1;No
13129041003015;1;No
13129041003021;1;No
13129041003023;1;No
13129051001001;1;No
13129051001005;1;No
13129051001009;1;No
13129051001013;1;No
13129051001016;1;No
13129051001022;1;No
13129051002011;1;No
13129051002014;1;No
13129051002015;1;No
13129051002023;1;No
13129051002039;1;No
13129051002040;1;No
13129051002041;1;No
13129051002046;1;No
13129051002047;1;No
13129051003001;1;No
13129051003015;1;No
13129051003019;1;No
13129051003023;1;No
13129051003028;1;No
13129051003034;1;No
13129051003036;1;No
13129051004001;1;No
13129051004003;1;No
13129051004006;1;No
13129051004008;1;No
13129051004009;1;No
13129051004012;1;No
13129051004013;1;No
13129051004016;1;No
13129061001001;1;No
13129061001003;1;No
13129061001017;1;No
13129061001023;1;No
13129061001024;1;No
13129061001027;1;No
13129061001031;1;No
13129061001032;1;No
13129061001034;1;No
13129061002003;1;No
13129061002008;1;No
13129061002013;1;No
13129061002020;1;No
13129061002023;1;No
13129061002024;1;No
13129061002027;1;No
13129061002028;1;No
13129061002029;1;No
13129061002035;1;No
13129061002040;1;No
13129061002501;1;No
13129061003001;1;No
13129061003002;1;No
13129061003006;1;No
13129061003008;1;No
13129061003009;1;No
13129061003010;1;No
13129061003014;1;No
13129061003019;1;No
13129061003021;1;No
13129061003029;1;No
13129061003033;1;No
13129061003037;1;No
13129061003038;1;No
13129061003044;1;No
13129071001011;1;No
13129071001018;1;No
13129071001019;1;No
13129071002004;1;No
13129071002008;1;No
13129071002011;1;No
13129071002013;1;No
13129071003006;1;No
13129071003008;1;No
13129071003018;1;No
13129071003023;1;No
13129071003030;1;No
13129071003034;1;No
13129071003036;1;No
13129071004001;1;No
13129071005006;1;No
13129071005007;1;No
13129071005008;1;No
13130011001008;1;No
13130011001011;1;No
13130011001018;1;No
13130011001024;1;No
13130011001901;1;No
13130011002002;1;No
13130011002003;1;No
13130011002004;1;No
13130011002011;1;No
13130011002013;1;No
13130011002014;1;No
13130011002018;1;No
13130011002021;1;No
13130011002023;1;No
13130011002025;1;No
13130011002026;1;No
13130011002029;1;No
13130011002033;1;No
13130021001004;1;No
13130021001006;1;No
13130021002007;1;No
13130021002009;1;No
13130021002011;1;No
13130021002014;1;No
13130021002016;1;No
13130021002019;1;No
13130021002022;1;No
13130021002026;1;No
13130021002031;1;No
13130021002032;1;No
13130021003005;1;No
13130021003006;1;No
13130021003012;1;No
13130021003013;1;No
13130021003017;1;No
13130021003029;1;No
13130021003034;1;No
13130021003038;1;No
13130021003039;1;No
13130031001002;1;No
13130031001007;1;No
13130031002002;1;No
13130031002012;1;No
13130031002020;1;No
13130031002027;1;No
13130031002039;1;No
13130031002045;1;No
13130031002049;1;No
13130031002050;1;No
13130031002056;1;No
13130031002060;1;No
13130031002901;1;No
13130031003004;1;No
13130031003011;1;No
13130031003016;1;No
13130041002001;1;No
13130041003004;1;No
13130041003013;1;No
13130041003020;1;No
13130041003031;1;No
13130041004010;1;No
13130041004011;1;No
13130041004013;1;No
13130041004019;1;No
13130041004022;1;No
13130041004024;1;No
13130051001001;1;No
13130051001003;1;No
13130051001011;1;No
13130051001012;1;No
13130051002002;1;No
13130051002003;1;No
13130051002012;1;No
13130051002018;1;No
13130051003003;1;No
13130051003006;1;No
13130051003010;1;No
13130051003026;1;No
13130051003027;1;No
13130051003039;1;No
13130051004003;1;No
13130051004007;1;No
13130051004009;1;No
13130051004010;1;No
13130051004012;1;No
13130051004017;1;No
13130061001007;1;No
13130061001021;1;No
13130061001030;1;No
13130061002001;1;No
13130061002003;1;No
13130061002015;1;No
13130061002018;1;No
13130061002019;1;No
13130061002030;1;No
13130061002042;1;No
13130061003001;1;No
13130061003010;1;No
13130061003012;1;No
13130061003014;1;No
13130061003017;1;No
13130071001002;1;No
13130071001007;1;No
13130071001011;1;No
13130071001012;1;No
13130071001013;1;No
13130071001020;1;No
13130071001022;1;No
13130071001023;1;No
13130071001024;1;No
13130071001025;1;No
13130071002007;1;No
13130071002009;1;No
13130071002011;1;No
13130071002014;1;No
13130071002019;1;No
13130071002022;1;No
13130071002035;1;No
13130071002038;1;No
13130071002039;1;No
13130071002041;1;No
13130071002042;1;No
13130071002043;1;No
13130071002044;1;No
13130071004002;1;No
13131011001002;1;No
13131011001008;1;No
13131011001010;1;No
13131011002002;1;No
13131011002003;1;No
13131011002004;1;No
13131011002006;1;No
13131011002007;1;No
13131011002008;1;No
13131011002012;1;No
13131011002017;1;No
13131011002018;1;No
13131011002019;1;No
13131011002020;1;No
13131011003008;1;No
13131011003011;1;No
13131011003013;1;No
13131011003016;1;No
13131011003018;1;No
13131011003028;1;No
13131011003031;1;No
13131011003032;1;No
13131011003046;1;No
13131011003901;1;No
13131011004001;1;No
13131011004007;1;No
13131011004008;1;No
13131011004009;1;No
13131011004011;1;No
13131011004019;1;No
13131011004028;1;No
13131011004029;1;No
13131011004030;1;No
13131011004031;1;No
13131021001003;1;No
13131021001006;1;No
13131021002002;1;No
13131021002003;1;No
13131021002009;1;No
13131021002010;1;No
13131021002011;1;No
13131021002017;1;No
13131021002018;1;No
13131021002019;1;No
13131021002022;1;No
13131021002023;1;No
13131021002025;1;No
